Index,Post_Date,Year,Month,City,Post_Type,Post_Details,Likes,Shares,Comments,Post_Link,Page
675,45801.00,2025,5,Alexandria,Health,Health awareness campaign in Alexandria.,6661,1332,3459,https://example.com/post/675,ArabsNews
676,45505.00,2024,8,Jeddah,Religious,Prayer times updated for Jeddah.,8925,2016,2949,https://example.com/post/676,ArabsNews
677,45303.00,2024,1,Riyadh,Football,Match result: Jeddah vs Cairo ended in a draw.,986,836,839,https://example.com/post/677,ArabsNews
678,45694.00,2025,2,Doha,Entertainment,Celebrity spotted in Doha.,4424,805,1430,https://example.com/post/678,ArabsNews
679,45703.00,2025,2,Dubai,Football,Match result: Amman vs Doha ended in a win.,4149,2593,4924,https://example.com/post/679,ArabsNews
680,45522.00,2024,8,Doha,Political,Election updates from Doha.,9398,2701,4571,https://example.com/post/680,ArabsNews
681,45429.00,2024,5,Amman,Political,Government decision sparks debate in Amman.,903,1932,3063,https://example.com/post/681,ArabsNews
682,45673.00,2025,1,Alexandria,Entertainment,Celebrity spotted in Alexandria.,7999,1357,1334,https://example.com/post/682,ArabsNews
683,45439.00,2024,5,Cairo,Entertainment,Concert announced in Cairo.,8120,182,4216,https://example.com/post/683,ArabsNews
684,45366.00,2024,3,Alexandria,Weather Alert,Rainfall forecast updated.,3902,437,2885,https://example.com/post/684,ArabsNews
685,45671.00,2025,1,Cairo,Political,Government decision sparks debate in Cairo.,2925,2482,3523,https://example.com/post/685,ArabsNews
686,45313.00,2024,1,Jeddah,Educational,Scholarship applications open for Jeddah students.,7695,2808,2215,https://example.com/post/686,ArabsNews
687,45666.00,2025,1,Amman,Entertainment,Concert announced in Amman.,1174,2977,3303,https://example.com/post/687,ArabsNews
688,45350.00,2024,2,Dubai,Football,Fan reactions after Dubai win.,5816,984,2190,https://example.com/post/688,ArabsNews
689,45452.00,2024,6,Alexandria,Tech,AI tech breakthrough reported.,3851,1092,1853,https://example.com/post/689,ArabsNews
690,45403.00,2024,4,Beirut,Tech,Launch event for Alexandria held in Beirut.,2603,2869,2394,https://example.com/post/690,ArabsNews
691,45562.00,2024,9,Alexandria,Tech,Top 5 gadgets of 2025.,903,1899,1734,https://example.com/post/691,ArabsNews
692,45382.00,2024,3,Dubai,Political,New policy reform announced in Dubai.,3117,491,1546,https://example.com/post/692,ArabsNews
693,45821.00,2025,6,Cairo,Entertainment,Movie trailer released: 'Cairo'.,6161,54,1479,https://example.com/post/693,ArabsNews
694,45704.00,2025,2,Amman,Entertainment,Celebrity spotted in Amman.,6044,2814,3520,https://example.com/post/694,ArabsNews
695,45417.00,2024,5,Dubai,Entertainment,Concert announced in Dubai.,6060,1206,4022,https://example.com/post/695,ArabsNews
696,45402.00,2024,4,Baghdad,Educational,Results declared for Baghdad exams.,6907,371,615,https://example.com/post/696,ArabsNews
697,45584.00,2024,10,Alexandria,Entertainment,Movie trailer released: 'Alexandria'.,7144,2684,803,https://example.com/post/697,ArabsNews
698,45303.00,2024,1,Jeddah,Entertainment,Celebrity spotted in Jeddah.,6071,1111,2521,https://example.com/post/698,ArabsNews
699,45408.00,2024,4,Doha,Educational,Workshop on AI held in Doha.,9480,2646,4574,https://example.com/post/699,ArabsNews
700,45673.00,2025,1,Riyadh,Entertainment,Celebrity spotted in Riyadh.,4799,1530,3769,https://example.com/post/700,ArabsNews
701,45375.00,2024,3,Alexandria,Weather Alert,High temperatures expected in Alexandria.,4616,1553,2646,https://example.com/post/701,ArabsNews
702,45630.00,2024,12,Dubai,Religious,Prayer times updated for Dubai.,136,541,4819,https://example.com/post/702,ArabsNews
703,45460.00,2024,6,Jeddah,Health,Health awareness campaign in Jeddah.,3245,2685,188,https://example.com/post/703,ArabsNews
704,45683.00,2025,1,Dubai,Football,Fan reactions after Dubai win.,2911,2289,3699,https://example.com/post/704,ArabsNews
705,45706.00,2025,2,Baghdad,Football,Fan reactions after Baghdad win.,4140,1838,3111,https://example.com/post/705,ArabsNews
706,45689.00,2025,2,Jeddah,Health,Health awareness campaign in Jeddah.,8164,557,1279,https://example.com/post/706,ArabsNews
707,45646.00,2024,12,Doha,Tech,AI tech breakthrough reported.,9766,2903,804,https://example.com/post/707,ArabsNews
708,45816.00,2025,6,Beirut,Health,Health awareness campaign in Beirut.,1777,2018,3883,https://example.com/post/708,ArabsNews
709,45437.00,2024,5,Beirut,Local News,Water supply disruption in Beirut.,8618,1479,351,https://example.com/post/709,ArabsNews
710,45819.00,2025,6,Alexandria,Weather Alert,High temperatures expected in Alexandria.,1699,1295,2131,https://example.com/post/710,ArabsNews
711,45319.00,2024,1,Dubai,Political,Election updates from Dubai.,1146,2289,2244,https://example.com/post/711,ArabsNews
712,45651.00,2024,12,Amman,Political,Election updates from Amman.,4697,2308,1637,https://example.com/post/712,ArabsNews
713,45648.00,2024,12,Jeddah,Entertainment,Celebrity spotted in Jeddah.,8167,2725,4555,https://example.com/post/713,ArabsNews
714,45809.00,2025,6,Baghdad,Religious,Prayer times updated for Baghdad.,7330,1301,4791,https://example.com/post/714,ArabsNews
715,45383.00,2024,4,Dubai,Political,Election updates from Dubai.,9648,1692,933,https://example.com/post/715,ArabsNews
716,45636.00,2024,12,Beirut,Entertainment,Movie trailer released: 'Beirut'.,7346,1236,761,https://example.com/post/716,ArabsNews
717,45510.00,2024,8,Alexandria,Tech,AI tech breakthrough reported.,1669,517,224,https://example.com/post/717,ArabsNews
718,45779.00,2025,5,Riyadh,Tech,Top 5 gadgets of 2025.,3347,1517,1580,https://example.com/post/718,ArabsNews
719,45475.00,2024,7,Jeddah,Football,Fan reactions after Jeddah win.,1130,1858,4223,https://example.com/post/719,ArabsNews
720,45813.00,2025,6,Baghdad,Weather Alert,Storm warning issued in Baghdad.,5367,2160,2180,https://example.com/post/720,ArabsNews
721,45642.00,2024,12,Dubai,Religious,Charity campaign launched in Dubai.,5754,2398,146,https://example.com/post/721,ArabsNews
722,45688.00,2025,1,Jeddah,Educational,Workshop on AI held in Jeddah.,8807,2584,818,https://example.com/post/722,ArabsNews
723,45725.00,2025,3,Dubai,Educational,Workshop on AI held in Dubai.,1739,2265,450,https://example.com/post/723,ArabsNews
724,45325.00,2024,2,Alexandria,Weather Alert,Storm warning issued in Alexandria.,6162,2245,3470,https://example.com/post/724,ArabsNews
725,45459.00,2024,6,Alexandria,Entertainment,Celebrity spotted in Alexandria.,4820,2048,1317,https://example.com/post/725,ArabsNews
726,45622.00,2024,11,Beirut,Religious,Prayer times updated for Beirut.,3405,572,3882,https://example.com/post/726,ArabsNews
727,45462.00,2024,6,Alexandria,Local News,Market fire reported in Alexandria.,3987,1007,1443,https://example.com/post/727,ArabsNews
728,45364.00,2024,3,Alexandria,Health,New hospital opens in Alexandria.,812,2982,3083,https://example.com/post/728,ArabsNews
729,45400.00,2024,4,Baghdad,Local News,New traffic rule enforced in Baghdad.,2031,920,3911,https://example.com/post/729,ArabsNews
730,45371.00,2024,3,Baghdad,Entertainment,Celebrity spotted in Baghdad.,7904,2921,3159,https://example.com/post/730,ArabsNews
731,45499.00,2024,7,Beirut,Health,New hospital opens in Beirut.,8639,2970,1425,https://example.com/post/731,ArabsNews
732,45605.00,2024,11,Doha,Entertainment,Movie trailer released: 'Doha'.,6891,1849,703,https://example.com/post/732,ArabsNews
733,45828.00,2025,6,Beirut,Health,New hospital opens in Beirut.,2096,1751,3243,https://example.com/post/733,ArabsNews
734,45731.00,2025,3,Riyadh,Weather Alert,Storm warning issued in Riyadh.,6337,2183,4343,https://example.com/post/734,ArabsNews
735,45824.00,2025,6,Doha,Entertainment,Movie trailer released: 'Doha'.,2620,2747,2188,https://example.com/post/735,ArabsNews
736,45695.00,2025,2,Baghdad,Religious,Charity campaign launched in Baghdad.,1144,1495,4874,https://example.com/post/736,ArabsNews
737,45698.00,2025,2,Beirut,Tech,AI tech breakthrough reported.,3163,1130,510,https://example.com/post/737,ArabsNews
738,45351.00,2024,2,Alexandria,Political,New policy reform announced in Alexandria.,6026,760,2498,https://example.com/post/738,ArabsNews
739,45405.00,2024,4,Doha,Weather Alert,Rainfall forecast updated.,1118,2507,2835,https://example.com/post/739,ArabsNews
740,45297.00,2024,1,Dubai,Health,Health awareness campaign in Dubai.,1307,166,3786,https://example.com/post/740,ArabsNews
741,45676.00,2025,1,Baghdad,Football,Top 5 goals of the week in Baghdad league.,2025,1381,4424,https://example.com/post/741,ArabsNews
742,45719.00,2025,3,Riyadh,Football,Fan reactions after Riyadh win.,9527,2427,569,https://example.com/post/742,ArabsNews
743,45723.00,2025,3,Cairo,Political,New policy reform announced in Cairo.,7454,1576,452,https://example.com/post/743,ArabsNews
744,45407.00,2024,4,Jeddah,Educational,Results declared for Jeddah exams.,1650,12,2712,https://example.com/post/744,ArabsNews
745,45824.00,2025,6,Alexandria,Political,Government decision sparks debate in Alexandria.,1890,2729,3123,https://example.com/post/745,ArabsNews
746,45540.00,2024,9,Riyadh,Entertainment,Movie trailer released: 'Riyadh'.,5815,2538,1882,https://example.com/post/746,ArabsNews
747,45324.00,2024,2,Beirut,Football,Fan reactions after Beirut win.,2760,730,4965,https://example.com/post/747,ArabsNews
748,45466.00,2024,6,Alexandria,Political,Election updates from Alexandria.,5376,1347,2841,https://example.com/post/748,ArabsNews
749,45771.00,2025,4,Alexandria,Religious,Event: Eid celebrations in Alexandria.,7233,2930,2361,https://example.com/post/749,ArabsNews
750,45329.00,2024,2,Riyadh,Football,Top 5 goals of the week in Riyadh league.,4896,1322,4785,https://example.com/post/750,ArabsNews
751,45700.00,2025,2,Cairo,Religious,Prayer times updated for Cairo.,6854,786,1520,https://example.com/post/751,ArabsNews
752,45622.00,2024,11,Jeddah,Tech,AI tech breakthrough reported.,7929,503,720,https://example.com/post/752,ArabsNews
753,45517.00,2024,8,Dubai,Entertainment,Concert announced in Dubai.,4924,1246,2823,https://example.com/post/753,ArabsNews
754,45374.00,2024,3,Baghdad,Football,Fan reactions after Baghdad win.,3508,2103,1776,https://example.com/post/754,ArabsNews
755,45585.00,2024,10,Cairo,Entertainment,Movie trailer released: 'Cairo'.,3581,2549,3664,https://example.com/post/755,ArabsNews
756,45536.00,2024,9,Dubai,Religious,Event: Eid celebrations in Dubai.,4094,478,2689,https://example.com/post/756,ArabsNews
757,45305.00,2024,1,Amman,Weather Alert,High temperatures expected in Amman.,1125,605,4460,https://example.com/post/757,ArabsNews
758,45561.00,2024,9,Cairo,Religious,Prayer times updated for Cairo.,3823,798,23,https://example.com/post/758,ArabsNews
759,45330.00,2024,2,Amman,Religious,Prayer times updated for Amman.,6053,1990,1729,https://example.com/post/759,ArabsNews
760,45675.00,2025,1,Alexandria,Tech,Top 5 gadgets of 2025.,6449,2271,1813,https://example.com/post/760,ArabsNews
761,45563.00,2024,9,Alexandria,Weather Alert,Rainfall forecast updated.,5735,161,1265,https://example.com/post/761,ArabsNews
762,45323.00,2024,2,Alexandria,Tech,Launch event for Baghdad held in Alexandria.,4871,2828,3555,https://example.com/post/762,ArabsNews
763,45571.00,2024,10,Doha,Tech,Top 5 gadgets of 2025.,9183,2014,1795,https://example.com/post/763,ArabsNews
764,45557.00,2024,9,Beirut,Political,Election updates from Beirut.,1664,704,284,https://example.com/post/764,ArabsNews
765,45735.00,2025,3,Baghdad,Football,Fan reactions after Baghdad win.,2018,1282,2828,https://example.com/post/765,ArabsNews
766,45436.00,2024,5,Riyadh,Religious,Event: Eid celebrations in Riyadh.,5570,2861,1786,https://example.com/post/766,ArabsNews
767,45383.00,2024,4,Baghdad,Local News,New traffic rule enforced in Baghdad.,1630,2076,4293,https://example.com/post/767,ArabsNews
768,45549.00,2024,9,Baghdad,Educational,Results declared for Baghdad exams.,9178,294,404,https://example.com/post/768,ArabsNews
769,45780.00,2025,5,Dubai,Tech,Launch event for Baghdad held in Beirut.,5169,1156,340,https://example.com/post/769,ArabsNews
770,45825.00,2025,6,Doha,Health,Health awareness campaign in Doha.,6742,2395,2928,https://example.com/post/770,ArabsNews
771,45571.00,2024,10,Alexandria,Religious,Prayer times updated for Alexandria.,7087,1144,2938,https://example.com/post/771,ArabsNews
772,45657.00,2024,12,Riyadh,Local News,New traffic rule enforced in Riyadh.,6152,1921,2358,https://example.com/post/772,ArabsNews
773,45621.00,2024,11,Amman,Football,Top 5 goals of the week in Amman league.,2051,812,1493,https://example.com/post/773,ArabsNews
774,45500.00,2024,7,Doha,Entertainment,Movie trailer released: 'Doha'.,1466,2814,4440,https://example.com/post/774,ArabsNews
775,45671.00,2025,1,Amman,Football,Fan reactions after Amman win.,4050,2988,631,https://example.com/post/775,ArabsNews
776,45622.00,2024,11,Jeddah,Educational,Workshop on AI held in Jeddah.,3045,2129,4143,https://example.com/post/776,ArabsNews
777,45648.00,2024,12,Doha,Health,Vaccination drive starts in Doha.,240,2470,1290,https://example.com/post/777,ArabsNews
778,45733.00,2025,3,Alexandria,Health,Vaccination drive starts in Alexandria.,6505,176,1005,https://example.com/post/778,ArabsNews
779,45815.00,2025,6,Doha,Entertainment,Concert announced in Doha.,1323,410,2158,https://example.com/post/779,ArabsNews
780,45814.00,2025,6,Cairo,Educational,Scholarship applications open for Cairo students.,395,1949,1529,https://example.com/post/780,ArabsNews
781,45571.00,2024,10,Riyadh,Political,New policy reform announced in Riyadh.,6458,311,2463,https://example.com/post/781,ArabsNews
782,45667.00,2025,1,Beirut,Local News,New traffic rule enforced in Beirut.,5264,2528,3420,https://example.com/post/782,ArabsNews
783,45323.00,2024,2,Riyadh,Weather Alert,Rainfall forecast updated.,4852,2811,1366,https://example.com/post/783,ArabsNews
784,45455.00,2024,6,Doha,Religious,Prayer times updated for Doha.,6964,2695,489,https://example.com/post/784,ArabsNews
785,45829.00,2025,6,Dubai,Political,Election updates from Dubai.,1320,730,1682,https://example.com/post/785,ArabsNews
786,45373.00,2024,3,Jeddah,Weather Alert,Rainfall forecast updated.,9519,2508,2003,https://example.com/post/786,ArabsNews
787,45557.00,2024,9,Baghdad,Religious,Event: Eid celebrations in Baghdad.,7627,759,3365,https://example.com/post/787,ArabsNews
788,45765.00,2025,4,Dubai,Educational,Workshop on AI held in Dubai.,676,248,3449,https://example.com/post/788,ArabsNews
789,45525.00,2024,8,Cairo,Tech,Launch event for Riyadh held in Beirut.,4432,468,615,https://example.com/post/789,ArabsNews
790,45758.00,2025,4,Cairo,Health,Vaccination drive starts in Cairo.,4577,740,1925,https://example.com/post/790,ArabsNews
791,45664.00,2025,1,Alexandria,Tech,Top 5 gadgets of 2025.,2804,1527,3557,https://example.com/post/791,ArabsNews
792,45805.00,2025,5,Doha,Religious,Prayer times updated for Doha.,2060,399,4217,https://example.com/post/792,ArabsNews
793,45805.00,2025,5,Baghdad,Football,Top 5 goals of the week in Baghdad league.,5650,2864,4492,https://example.com/post/793,ArabsNews
794,45597.00,2024,11,Jeddah,Health,Health awareness campaign in Jeddah.,2961,2761,2073,https://example.com/post/794,ArabsNews
795,45455.00,2024,6,Beirut,Religious,Event: Eid celebrations in Beirut.,386,1185,449,https://example.com/post/795,ArabsNews
796,45475.00,2024,7,Alexandria,Political,Government decision sparks debate in Alexandria.,6706,1856,3728,https://example.com/post/796,ArabsNews
797,45662.00,2025,1,Baghdad,Tech,Launch event for Baghdad held in Doha.,1918,1895,1650,https://example.com/post/797,ArabsNews
798,45437.00,2024,5,Jeddah,Religious,Charity campaign launched in Jeddah.,4756,469,2152,https://example.com/post/798,ArabsNews
799,45415.00,2024,5,Cairo,Health,New hospital opens in Cairo.,237,2324,3005,https://example.com/post/799,ArabsNews
800,45594.00,2024,10,Doha,Educational,Results declared for Doha exams.,5497,1183,549,https://example.com/post/800,ArabsNews
801,45347.00,2024,2,Dubai,Football,Top 5 goals of the week in Dubai league.,6822,18,3072,https://example.com/post/801,ArabsNews
802,45572.00,2024,10,Alexandria,Health,Vaccination drive starts in Alexandria.,4817,1251,117,https://example.com/post/802,ArabsNews
803,45636.00,2024,12,Alexandria,Football,Fan reactions after Alexandria win.,8402,2689,4300,https://example.com/post/803,ArabsNews
804,45779.00,2025,5,Beirut,Health,New hospital opens in Beirut.,3573,942,2211,https://example.com/post/804,ArabsNews
805,45732.00,2025,3,Alexandria,Local News,Water supply disruption in Alexandria.,4446,1241,263,https://example.com/post/805,ArabsNews
806,45674.00,2025,1,Baghdad,Entertainment,Concert announced in Baghdad.,1622,2978,3291,https://example.com/post/806,ArabsNews
807,45464.00,2024,6,Riyadh,Football,Top 5 goals of the week in Riyadh league.,765,1078,314,https://example.com/post/807,ArabsNews
808,45588.00,2024,10,Riyadh,Political,Election updates from Riyadh.,5238,1679,4733,https://example.com/post/808,ArabsNews
809,45530.00,2024,8,Alexandria,Local News,Water supply disruption in Alexandria.,8696,1218,2253,https://example.com/post/809,ArabsNews
810,45704.00,2025,2,Riyadh,Political,Election updates from Riyadh.,3627,1614,1950,https://example.com/post/810,ArabsNews
811,45695.00,2025,2,Cairo,Religious,Prayer times updated for Cairo.,9087,114,4474,https://example.com/post/811,ArabsNews
812,45318.00,2024,1,Amman,Religious,Event: Eid celebrations in Amman.,5006,554,2100,https://example.com/post/812,ArabsNews
813,45473.00,2024,6,Amman,Entertainment,Celebrity spotted in Amman.,8097,2387,4215,https://example.com/post/813,ArabsNews
814,45392.00,2024,4,Jeddah,Religious,Event: Eid celebrations in Jeddah.,7847,1242,290,https://example.com/post/814,ArabsNews
815,45365.00,2024,3,Amman,Tech,Top 5 gadgets of 2025.,9772,143,3181,https://example.com/post/815,ArabsNews
816,45778.00,2025,5,Cairo,Football,Fan reactions after Cairo win.,3374,113,966,https://example.com/post/816,ArabsNews
817,45511.00,2024,8,Amman,Football,Top 5 goals of the week in Amman league.,6730,2957,1389,https://example.com/post/817,ArabsNews
818,45612.00,2024,11,Riyadh,Entertainment,Celebrity spotted in Riyadh.,4423,2249,3371,https://example.com/post/818,ArabsNews
819,45647.00,2024,12,Cairo,Political,New policy reform announced in Cairo.,9403,2141,1523,https://example.com/post/819,ArabsNews
820,45374.00,2024,3,Dubai,Religious,Prayer times updated for Dubai.,9327,2756,3260,https://example.com/post/820,ArabsNews
821,45751.00,2025,4,Doha,Religious,Charity campaign launched in Doha.,9741,1795,3065,https://example.com/post/821,ArabsNews
822,45804.00,2025,5,Amman,Health,New hospital opens in Amman.,5539,725,4756,https://example.com/post/822,ArabsNews
823,45699.00,2025,2,Amman,Religious,Charity campaign launched in Amman.,6481,731,269,https://example.com/post/823,ArabsNews
824,45480.00,2024,7,Beirut,Weather Alert,Rainfall forecast updated.,8147,169,108,https://example.com/post/824,ArabsNews
825,45703.00,2025,2,Doha,Health,New hospital opens in Doha.,9685,972,3785,https://example.com/post/825,ArabsNews
826,45622.00,2024,11,Cairo,Educational,Workshop on AI held in Cairo.,121,315,4885,https://example.com/post/826,ArabsNews
827,45650.00,2024,12,Amman,Football,Fan reactions after Amman win.,594,306,1113,https://example.com/post/827,ArabsNews
828,45782.00,2025,5,Baghdad,Religious,Prayer times updated for Baghdad.,8544,1237,1906,https://example.com/post/828,ArabsNews
829,45732.00,2025,3,Riyadh,Football,Match result: Cairo vs Jeddah ended in a draw.,1871,704,579,https://example.com/post/829,ArabsNews
830,45750.00,2025,4,Jeddah,Religious,Prayer times updated for Jeddah.,3552,1044,1397,https://example.com/post/830,ArabsNews
831,45705.00,2025,2,Amman,Political,Election updates from Amman.,6277,834,2458,https://example.com/post/831,ArabsNews
832,45345.00,2024,2,Beirut,Football,Match result: Beirut vs Doha ended in a draw.,1001,435,2707,https://example.com/post/832,ArabsNews
833,45324.00,2024,2,Dubai,Educational,Workshop on AI held in Dubai.,6047,623,1940,https://example.com/post/833,ArabsNews
834,45539.00,2024,9,Dubai,Health,New hospital opens in Dubai.,3780,1145,2327,https://example.com/post/834,ArabsNews
835,45794.00,2025,5,Baghdad,Health,New hospital opens in Baghdad.,4127,1665,4561,https://example.com/post/835,ArabsNews
836,45419.00,2024,5,Baghdad,Educational,Scholarship applications open for Baghdad students.,916,1694,4062,https://example.com/post/836,ArabsNews
837,45482.00,2024,7,Dubai,Local News,Market fire reported in Dubai.,6266,132,2568,https://example.com/post/837,ArabsNews
838,45385.00,2024,4,Baghdad,Political,Election updates from Baghdad.,4011,1760,269,https://example.com/post/838,ArabsNews
839,45583.00,2024,10,Beirut,Entertainment,Movie trailer released: 'Beirut'.,3834,774,3573,https://example.com/post/839,ArabsNews
840,45564.00,2024,9,Riyadh,Entertainment,Concert announced in Riyadh.,6995,873,1467,https://example.com/post/840,ArabsNews
841,45398.00,2024,4,Jeddah,Educational,Scholarship applications open for Jeddah students.,1904,176,4050,https://example.com/post/841,ArabsNews
842,45652.00,2024,12,Alexandria,Religious,Prayer times updated for Alexandria.,6322,2213,913,https://example.com/post/842,ArabsNews
843,45596.00,2024,10,Amman,Tech,Launch event for Doha held in Doha.,5516,635,4746,https://example.com/post/843,ArabsNews
844,45780.00,2025,5,Jeddah,Weather Alert,Rainfall forecast updated.,2373,2568,1737,https://example.com/post/844,ArabsNews
845,45597.00,2024,11,Jeddah,Entertainment,Movie trailer released: 'Jeddah'.,1166,2986,3396,https://example.com/post/845,ArabsNews
846,45293.00,2024,1,Dubai,Football,Fan reactions after Dubai win.,3291,1263,3691,https://example.com/post/846,ArabsNews
847,45333.00,2024,2,Amman,Entertainment,Celebrity spotted in Amman.,2445,1755,2962,https://example.com/post/847,ArabsNews
848,45458.00,2024,6,Doha,Religious,Event: Eid celebrations in Doha.,1508,1067,3732,https://example.com/post/848,ArabsNews
849,45418.00,2024,5,Alexandria,Weather Alert,Storm warning issued in Alexandria.,5557,1200,2487,https://example.com/post/849,ArabsNews
850,45532.00,2024,8,Doha,Football,Fan reactions after Doha win.,4262,1945,2839,https://example.com/post/850,ArabsNews
851,45368.00,2024,3,Dubai,Entertainment,Movie trailer released: 'Dubai'.,2483,1385,981,https://example.com/post/851,ArabsNews
852,45619.00,2024,11,Baghdad,Weather Alert,Storm warning issued in Baghdad.,5178,529,4383,https://example.com/post/852,ArabsNews
853,45708.00,2025,2,Jeddah,Football,Top 5 goals of the week in Jeddah league.,2778,1810,198,https://example.com/post/853,ArabsNews
854,45786.00,2025,5,Amman,Entertainment,Celebrity spotted in Amman.,9016,2236,3574,https://example.com/post/854,ArabsNews
855,45790.00,2025,5,Riyadh,Religious,Prayer times updated for Riyadh.,1547,1936,4611,https://example.com/post/855,ArabsNews
856,45415.00,2024,5,Amman,Religious,Event: Eid celebrations in Amman.,849,1591,4850,https://example.com/post/856,ArabsNews
857,45707.00,2025,2,Dubai,Entertainment,Movie trailer released: 'Dubai'.,2347,920,447,https://example.com/post/857,ArabsNews
858,45490.00,2024,7,Doha,Religious,Charity campaign launched in Doha.,9569,230,1012,https://example.com/post/858,ArabsNews
859,45429.00,2024,5,Riyadh,Tech,Launch event for Cairo held in Beirut.,3505,1499,2498,https://example.com/post/859,ArabsNews
860,45575.00,2024,10,Doha,Tech,AI tech breakthrough reported.,6374,2010,804,https://example.com/post/860,ArabsNews
861,45828.00,2025,6,Dubai,Tech,Launch event for Jeddah held in Jeddah.,2185,1476,2061,https://example.com/post/861,ArabsNews
862,45801.00,2025,5,Jeddah,Tech,Launch event for Doha held in Alexandria.,5848,314,4110,https://example.com/post/862,ArabsNews
863,45540.00,2024,9,Alexandria,Educational,Results declared for Alexandria exams.,6522,2524,4547,https://example.com/post/863,ArabsNews
864,45716.00,2025,2,Beirut,Football,Top 5 goals of the week in Beirut league.,2579,793,674,https://example.com/post/864,ArabsNews
865,45396.00,2024,4,Amman,Weather Alert,High temperatures expected in Amman.,3869,939,3591,https://example.com/post/865,ArabsNews
866,45627.00,2024,12,Cairo,Political,Government decision sparks debate in Cairo.,3842,2860,479,https://example.com/post/866,ArabsNews
867,45311.00,2024,1,Cairo,Educational,Workshop on AI held in Cairo.,4405,2376,2214,https://example.com/post/867,ArabsNews
868,45761.00,2025,4,Amman,Political,New policy reform announced in Amman.,9818,1042,1453,https://example.com/post/868,ArabsNews
869,45487.00,2024,7,Cairo,Political,New policy reform announced in Cairo.,9655,2638,1828,https://example.com/post/869,ArabsNews
870,45582.00,2024,10,Alexandria,Tech,AI tech breakthrough reported.,2619,2409,2065,https://example.com/post/870,ArabsNews
871,45300.00,2024,1,Amman,Entertainment,Concert announced in Amman.,4762,2599,98,https://example.com/post/871,ArabsNews
872,45383.00,2024,4,Baghdad,Religious,Event: Eid celebrations in Baghdad.,1970,2269,60,https://example.com/post/872,ArabsNews
873,45332.00,2024,2,Amman,Entertainment,Concert announced in Amman.,7506,2332,2577,https://example.com/post/873,ArabsNews
874,45418.00,2024,5,Jeddah,Educational,Scholarship applications open for Jeddah students.,5657,1006,2707,https://example.com/post/874,ArabsNews
875,45626.00,2024,11,Doha,Football,Match result: Riyadh vs Cairo ended in a loss.,5785,615,4706,https://example.com/post/875,ArabsNews
876,45576.00,2024,10,Jeddah,Educational,Workshop on AI held in Jeddah.,6483,2970,2153,https://example.com/post/876,ArabsNews
877,45775.00,2025,4,Cairo,Educational,Results declared for Cairo exams.,5349,482,1852,https://example.com/post/877,ArabsNews
878,45801.00,2025,5,Alexandria,Educational,Workshop on AI held in Alexandria.,5385,541,2958,https://example.com/post/878,ArabsNews
879,45373.00,2024,3,Doha,Football,Match result: Beirut vs Baghdad ended in a win.,1449,2633,2430,https://example.com/post/879,ArabsNews
880,45832.00,2025,6,Baghdad,Local News,New traffic rule enforced in Baghdad.,3899,30,2161,https://example.com/post/880,ArabsNews
881,45596.00,2024,10,Beirut,Religious,Prayer times updated for Beirut.,5448,1662,1114,https://example.com/post/881,ArabsNews
882,45759.00,2025,4,Dubai,Local News,New traffic rule enforced in Dubai.,2367,1519,2268,https://example.com/post/882,ArabsNews
883,45502.00,2024,7,Baghdad,Weather Alert,Rainfall forecast updated.,693,2131,3686,https://example.com/post/883,ArabsNews
884,45808.00,2025,5,Cairo,Entertainment,Concert announced in Cairo.,5434,2949,27,https://example.com/post/884,ArabsNews
885,45335.00,2024,2,Dubai,Health,Health awareness campaign in Dubai.,2835,894,4432,https://example.com/post/885,ArabsNews
886,45572.00,2024,10,Cairo,Local News,Market fire reported in Cairo.,5473,1832,1091,https://example.com/post/886,ArabsNews
887,45532.00,2024,8,Cairo,Tech,AI tech breakthrough reported.,2867,1784,2865,https://example.com/post/887,ArabsNews
888,45656.00,2024,12,Jeddah,Tech,Top 5 gadgets of 2025.,6972,774,3867,https://example.com/post/888,ArabsNews
889,45294.00,2024,1,Beirut,Local News,Water supply disruption in Beirut.,6354,1767,1546,https://example.com/post/889,ArabsNews
890,45582.00,2024,10,Amman,Tech,Launch event for Cairo held in Riyadh.,5673,2630,2962,https://example.com/post/890,ArabsNews
891,45812.00,2025,6,Alexandria,Educational,Results declared for Alexandria exams.,932,2307,854,https://example.com/post/891,ArabsNews
892,45482.00,2024,7,Amman,Tech,Launch event for Riyadh held in Beirut.,2975,192,1277,https://example.com/post/892,ArabsNews
893,45589.00,2024,10,Cairo,Local News,Water supply disruption in Cairo.,6268,459,4136,https://example.com/post/893,ArabsNews
894,45636.00,2024,12,Amman,Religious,Charity campaign launched in Amman.,1852,1198,3778,https://example.com/post/894,ArabsNews
895,45565.00,2024,9,Baghdad,Entertainment,Movie trailer released: 'Baghdad'.,1876,2327,159,https://example.com/post/895,ArabsNews
896,45806.00,2025,5,Amman,Football,Match result: Doha vs Baghdad ended in a loss.,3151,2680,3107,https://example.com/post/896,ArabsNews
897,45777.00,2025,4,Dubai,Tech,Launch event for Alexandria held in Cairo.,6097,777,3385,https://example.com/post/897,ArabsNews
898,45373.00,2024,3,Doha,Football,Top 5 goals of the week in Doha league.,6630,255,3919,https://example.com/post/898,ArabsNews
899,45450.00,2024,6,Riyadh,Religious,Prayer times updated for Riyadh.,9349,2768,4077,https://example.com/post/899,ArabsNews
